BookingID,hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_day,no_of_weekend_nights,no_of_week_nights,no_of_adults,no_of_children,babies,type_of_meal_plan,country,market_segment_type,distribution_channel,room_type_reserved,assigned_room_type,booking_changes,deposit_type,agent,customer_type,avg_price_per_room,required_car_parking_space,no_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,arrival_date,"Total Guests",empID
590,"Resort Hotel",1,86,2015,7,30,20,2,5,2,1,0,"Half Board",PRT,Direct,Direct,A,A,1,"No Deposit",250,Transient,172.93,0,1,Canceled,2015-11-05,"Justin Roberson",Justin.R48@protonmail.com,130-129-6861,************7774,2015-07-20,3,590
591,"Resort Hotel",1,118,2015,7,30,20,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,179.1,0,1,Canceled,2015-04-23,"Erica Calderon",Erica.Calderon@protonmail.com,156-814-5373,************1732,2015-07-20,2,591
592,"Resort Hotel",0,28,2015,7,30,20,2,5,2,1,0,"Full Board",PRT,"Offline TA/TO",TA/TO,F,F,0,"No Deposit",15,Transient,192.5,0,1,Check-Out,2015-07-27,"Carl Brooks",Brooks.Carl91@yahoo.com,232-257-9946,************4331,2015-07-20,3,592
593,"Resort Hotel",1,52,2015,7,30,20,3,6,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",142,Transient,92,0,0,Canceled,2015-02-06,"Chelsea Moreno",Moreno.Chelsea@mail.com,368-499-6043,************6886,2015-07-20,2,593
594,"Resort Hotel",1,49,2015,7,30,20,3,6,2,0,0,"Full Board",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",15,Transient,111.2,0,0,Canceled,2015-01-06,"Taylor Pope",Pope.Taylor@yandex.com,390-427-4123,************1768,2015-07-20,2,594
595,"Resort Hotel",0,39,2015,7,30,20,3,7,2,1,0,"Half Board",PRT,"Offline TA/TO",TA/TO,D,D,1,"No Deposit",142,Transient,141.6,0,1,Check-Out,2015-07-30,"Sydney Garcia",Garcia.Sydney@mail.com,143-129-3241,************7591,2015-07-20,3,595
596,"Resort Hotel",0,39,2015,7,30,20,3,7,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",142,Transient,141.6,0,1,Check-Out,2015-07-30,"Jason King",Jason_K@protonmail.com,998-085-8728,************7572,2015-07-20,2,596
597,"Resort Hotel",0,39,2015,7,30,20,3,7,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",142,Transient,141.6,0,1,Check-Out,2015-07-30,"James Jones",James.J@xfinity.com,982-692-8469,************7537,2015-07-20,2,597
598,"Resort Hotel",1,7,2015,7,30,20,3,8,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",196,Transient,200,0,0,Canceled,2015-07-14,"Brianna Gross",Brianna.G@mail.com,597-949-9945,************4206,2015-07-20,2,598
599,"Resort Hotel",1,7,2015,7,30,20,3,8,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",196,Transient,200,0,0,Canceled,2015-07-14,"Jennifer Kelly",JenniferKelly@att.com,433-906-3510,************8552,2015-07-20,2,599
600,"Resort Hotel",1,42,2015,7,30,21,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,157,0,0,Canceled,2015-08-07,"Nancy Sanchez",Nancy_Sanchez@verizon.com,224-211-7768,************8220,2015-07-21,2,600
601,"Resort Hotel",0,5,2015,7,30,21,0,2,1,0,0,"Bed and Breakfass",PRT,Corporate,Corporate,A,F,0,"No Deposit",0,Transient,99.5,0,0,Check-Out,2015-07-23,"Erika Gonzalez",Erika_G@zoho.com,837-896-0730,************3707,2015-07-21,1,601
602,"Resort Hotel",1,81,2015,7,30,21,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,115,0,2,Canceled,2015-01-06,"Paul Hayes",Paul.Hayes@yandex.com,261-897-8831,************5256,2015-07-21,2,602
603,"Resort Hotel",1,63,2015,7,30,21,0,4,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,195,0,0,Canceled,2015-06-19,"Kurt Ibarra",KurtIbarra33@aol.com,541-516-2953,************2627,2015-07-21,4,603
604,"Resort Hotel",0,61,2015,7,30,21,0,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,D,0,"No Deposit",240,Transient,103.5,0,0,Check-Out,2015-07-25,"Randy Fowler",Fowler.Randy@protonmail.com,198-482-1092,************2281,2015-07-21,2,604
605,"Resort Hotel",0,8,2015,7,30,21,0,5,3,0,0,"Bed and Breakfass",PRT,Direct,Direct,G,G,1,"No Deposit",250,Transient,207,1,0,Check-Out,2015-07-26,"Ryan Hutchinson",Hutchinson.Ryan79@hotmail.com,186-459-3376,************8807,2015-07-21,3,605
606,"Resort Hotel",0,89,2015,7,30,21,1,5,3,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,D,0,"No Deposit",250,Transient,163.33,1,1,Check-Out,2015-07-27,"Patty Harvey",Patty_Harvey23@yandex.com,948-314-9536,************9395,2015-07-21,3,606
607,"Resort Hotel",0,57,2015,7,30,21,2,5,2,0,0,"Half Board",IRL,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,151.86,0,0,Check-Out,2015-07-28,"Michael Tucker",Tucker_Michael@protonmail.com,564-116-1057,************5261,2015-07-21,2,607
608,"Resort Hotel",0,102,2015,7,30,21,2,5,3,0,0,"Bed and Breakfass",CHE,"Offline TA/TO",TA/TO,A,D,0,"No Deposit",6,Transient,95.57,0,1,Check-Out,2015-07-28,"Alyssa Ward",Ward.Alyssa@yandex.com,382-120-6226,************8516,2015-07-21,3,608
609,"Resort Hotel",0,108,2015,7,30,21,2,6,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,112.05,0,1,Check-Out,2015-07-29,"Craig Stanley",Stanley_Craig@verizon.com,732-861-7421,************7575,2015-07-21,2,609
610,"Resort Hotel",0,28,2015,7,30,21,2,7,2,1,0,"Bed and Breakfass",IRL,Direct,Direct,E,E,0,"No Deposit",250,Transient,160,0,1,Check-Out,2015-07-30,"Eric Johns",Eric_Johns@protonmail.com,809-220-6576,************3149,2015-07-21,3,610
611,"Resort Hotel",0,29,2015,7,30,21,2,8,2,0,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,A,A,0,"No Deposit",241,Transient,103.18,0,1,Check-Out,2015-07-31,"Mark Chan",MChan@att.com,536-320-8204,************1088,2015-07-21,2,611
612,"Resort Hotel",0,0,2015,7,30,22,0,1,2,0,0,"Bed and Breakfass",ESP,Direct,Direct,E,E,0,"No Deposit",0,Transient,153,1,0,Check-Out,2015-07-23,"Latoya Frank",Latoya_F@hotmail.com,532-648-8363,************7321,2015-07-22,2,612
613,"Resort Hotel",1,96,2015,7,30,22,0,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,119.75,0,1,Canceled,2015-04-22,"Oscar Medina",Oscar_M@hotmail.com,445-544-9866,************3998,2015-07-22,2,613
614,"Resort Hotel",1,44,2015,7,30,22,0,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,135,0,1,Canceled,2015-09-06,"Stephanie Lamb",Stephanie.Lamb@yahoo.com,942-151-3795,************2970,2015-07-22,2,614
615,"Resort Hotel",0,44,2015,7,30,22,0,4,2,1,0,"Half Board",FRA,"Online TA",TA/TO,D,D,1,"No Deposit",242,Transient,167.69,0,1,Check-Out,2015-07-26,"Chad Rice",CRice@yandex.com,573-902-5926,************5601,2015-07-22,3,615
616,"Resort Hotel",1,44,2015,7,30,22,0,4,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,195,0,1,Canceled,2015-09-06,"David Young",Young_David@verizon.com,689-121-9575,************7429,2015-07-22,4,616
617,"Resort Hotel",1,44,2015,7,30,22,0,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,135,0,1,Canceled,2015-09-06,"Shannon Walters",Shannon.W28@hotmail.com,930-958-8273,************1866,2015-07-22,2,617
618,"Resort Hotel",1,41,2015,7,30,22,1,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,178.4,0,0,Canceled,2015-06-29,"Sydney Garcia",Garcia_Sydney@xfinity.com,254-025-2090,************6598,2015-07-22,2,618
619,"Resort Hotel",0,16,2015,7,30,23,0,0,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,C,I,0,"No Deposit",242,Transient,0,0,0,Check-Out,2015-07-23,"Chase Perry",ChasePerry@yahoo.com,398-362-0131,************3312,2015-07-23,4,619
620,"Resort Hotel",0,73,2015,7,30,23,0,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,I,1,"No Deposit",240,Transient,0,0,1,Check-Out,2015-07-23,"Karen Ingram",KIngram95@hotmail.com,593-604-3419,************8902,2015-07-23,2,620
621,"Resort Hotel",0,3,2015,7,30,23,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,E,0,"No Deposit",240,Transient,154,1,1,Check-Out,2015-07-24,"Margaret Thomas",Margaret_T53@outlook.com,945-410-5612,************6188,2015-07-23,2,621
622,"Resort Hotel",0,0,2015,7,30,23,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,C,C,0,"No Deposit",250,Transient,134,0,0,Check-Out,2015-07-24,"Erica Webster",Webster.Erica@outlook.com,166-786-2736,************9616,2015-07-23,2,622
623,"Resort Hotel",1,55,2015,7,30,23,0,1,1,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,A,0,"No Deposit",146,Transient,112,0,0,Canceled,2015-05-06,"Amy Brennan",AmyBrennan@gmail.com,320-091-2804,************1228,2015-07-23,1,623
624,"Resort Hotel",0,33,2015,7,30,23,0,3,2,0,0,"Half Board",ESP,"Online TA",TA/TO,E,E,1,"No Deposit",240,Transient-Party,194,1,1,Check-Out,2015-07-26,"Sara Walker",Sara.Walker@mail.com,695-406-8471,************9582,2015-07-23,2,624
625,"Resort Hotel",1,19,2015,7,30,23,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,153,0,0,Canceled,2015-07-07,"Susan Nguyen",SusanNguyen50@yandex.com,958-544-4777,************2663,2015-07-23,2,625
626,"Resort Hotel",1,55,2015,7,30,23,0,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,135,0,0,Canceled,2015-06-19,"Brandon Davis",Davis_Brandon@att.com,716-835-8990,************5434,2015-07-23,2,626
627,"Resort Hotel",0,33,2015,7,30,23,0,3,2,0,0,"Half Board",ESP,"Online TA",TA/TO,D,E,0,"No Deposit",240,Transient,184,0,1,Check-Out,2015-07-26,"Erica Castro",Erica.C@yandex.com,712-027-2382,************4192,2015-07-23,2,627
628,"Resort Hotel",1,19,2015,7,30,23,1,3,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,210,0,0,Canceled,2015-06-07,"Brandon Moses",Brandon_M@protonmail.com,919-163-2010,************7775,2015-07-23,4,628
629,"Resort Hotel",1,19,2015,7,30,23,1,3,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,E,E,0,"No Deposit",0,Transient,139,0,0,Canceled,2015-07-07,"Sara Cherry",Sara.Cherry@gmail.com,761-057-3819,************6250,2015-07-23,2,629
630,"Resort Hotel",0,117,2015,7,30,23,2,3,2,0,0,"Bed and Breakfass",CN,"Offline TA/TO",TA/TO,D,F,0,"No Deposit",241,Transient,101.46,1,0,Check-Out,2015-07-28,"Amber Jarvis",Amber_J@yandex.com,141-943-6271,************3393,2015-07-23,2,630
631,"Resort Hotel",1,72,2015,7,30,23,2,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,145,0,0,Canceled,2015-04-07,"Carla Sweeney",CarlaSweeney@hotmail.com,355-106-3208,************2678,2015-07-23,2,631
632,"Resort Hotel",1,19,2015,7,30,23,1,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,173,0,0,Canceled,2015-06-07,"Laura Koch",Laura_Koch28@aol.com,672-540-9693,************4006,2015-07-23,2,632
633,"Resort Hotel",0,34,2015,7,30,23,2,6,3,0,0,"Half Board",ROU,"Offline TA/TO",TA/TO,D,D,1,"No Deposit",171,Transient,217.05,1,1,Check-Out,2015-07-31,"Heather Gonzales",Heather_G@att.com,676-848-8743,************3252,2015-07-23,3,633
634,"Resort Hotel",0,9,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient-Party,164,0,2,Check-Out,2015-07-26,"Gloria Ferguson",Gloria_Ferguson@yahoo.com,315-510-7902,************6796,2015-07-24,2,634
635,"Resort Hotel",0,8,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",BRA,"Online TA",TA/TO,D,F,0,"No Deposit",240,Transient-Party,173,0,2,Check-Out,2015-07-26,"Mark Mclean",Mark.M@gmail.com,468-328-4824,************2645,2015-07-24,2,635
636,"Resort Hotel",1,36,2015,7,30,24,0,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,A,0,"No Deposit",0,Transient,112.5,0,0,Canceled,2015-07-22,"Amanda Williams",Williams.Amanda58@gmail.com,396-326-2739,************6196,2015-07-24,2,636
637,"Resort Hotel",0,22,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient-Party,153,0,2,Check-Out,2015-07-26,"Gary Johnson",Johnson_Gary45@yahoo.com,251-187-7004,************2876,2015-07-24,2,637
638,"Resort Hotel",0,22,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient-Party,173,0,2,Check-Out,2015-07-26,"Michael Cooper",Cooper_Michael@verizon.com,685-520-6387,************7981,2015-07-24,2,638
639,"Resort Hotel",0,22,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient-Party,153,0,2,Check-Out,2015-07-26,"Kimberly Brown",Kimberly.Brown68@xfinity.com,595-599-9186,************3995,2015-07-24,2,639
640,"Resort Hotel",0,36,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,D,0,"No Deposit",240,Transient,134,0,0,Check-Out,2015-07-26,"Amanda Lawson",Amanda.L@hotmail.com,754-360-7089,************8358,2015-07-24,2,640
641,"Resort Hotel",0,22,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient-Party,153,0,2,Check-Out,2015-07-26,"Aaron Khan",AKhan@hotmail.com,736-445-7785,************4413,2015-07-24,2,641
642,"Resort Hotel",1,22,2015,7,30,24,0,2,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,233,0,2,Canceled,2015-07-14,"Brenda Kim",Kim_Brenda@outlook.com,328-626-3279,************8105,2015-07-24,4,642
643,"Resort Hotel",0,18,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",ESP,Direct,Direct,D,G,0,"No Deposit",250,Transient,154,0,0,Check-Out,2015-07-26,"Melinda Green",Melinda.G18@comcast.net,773-103-1385,************8874,2015-07-24,2,643
644,"Resort Hotel",0,8,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",BRA,"Online TA",TA/TO,D,F,0,"No Deposit",240,Transient-Party,173,0,2,Check-Out,2015-07-26,"Brittany Weiss",Weiss.Brittany79@gmail.com,578-429-5337,************1151,2015-07-24,2,644
645,"Resort Hotel",1,67,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,135,0,1,Canceled,2015-06-07,"Steven Johnson",Steven.J@comcast.net,436-054-1484,************2445,2015-07-24,2,645
646,"Resort Hotel",1,105,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,E,E,0,"No Deposit",6,Transient,132.5,0,0,Canceled,2015-01-07,"Michael Yates",Michael_Yates@hotmail.com,572-904-0318,************6133,2015-07-24,2,646
647,"Resort Hotel",0,1,2015,7,30,24,1,2,3,0,0,"Bed and Breakfass",RUS,"Online TA",TA/TO,H,H,2,"No Deposit",240,Transient,222.67,0,0,Check-Out,2015-07-27,"Justin Harmon",Justin_Harmon39@comcast.net,156-858-7283,************9559,2015-07-24,3,647
648,"Resort Hotel",1,67,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,135,0,1,Canceled,2015-06-07,"David Durham",DavidDurham@aol.com,761-542-1303,************4281,2015-07-24,2,648
649,"Resort Hotel",0,39,2015,7,30,24,0,2,2,0,0,"Bed and Breakfass",ESP,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",134,Transient,107,0,0,Check-Out,2015-07-26,"Jessica Gordon",JGordon@gmail.com,599-326-5598,************1563,2015-07-24,2,649
650,"Resort Hotel",1,45,2015,7,30,24,1,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,127,0,0,Canceled,2015-06-17,"Cindy Jones",Jones.Cindy84@xfinity.com,493-025-1887,************2329,2015-07-24,2,650
651,"Resort Hotel",1,45,2015,7,30,24,2,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,135,0,0,Canceled,2015-06-18,"Dr. Shannon Keith",Dr..K69@yandex.com,627-515-3563,************4961,2015-07-24,2,651
652,"Resort Hotel",0,14,2015,7,30,24,2,2,2,0,0,"Bed and Breakfass",SVN,"Online TA",TA/TO,A,D,0,"No Deposit",240,Transient,149.7,1,1,Check-Out,2015-07-28,"Ronald Willis",RWillis17@mail.com,852-988-7157,************5927,2015-07-24,2,652
653,"Resort Hotel",1,53,2015,7,30,24,2,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,161.25,0,0,Canceled,2015-08-06,"Terry Baker",Terry_B@comcast.net,530-218-7252,************4470,2015-07-24,2,653
654,"Resort Hotel",0,28,2015,7,30,24,2,2,2,0,0,"Bed and Breakfass",ALB,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",177,Transient,107,0,0,Check-Out,2015-07-28,"Cole Herman",Cole.Herman@outlook.com,931-082-3095,************9474,2015-07-24,2,654
655,"Resort Hotel",0,55,2015,7,30,24,2,3,2,0,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,A,A,0,"No Deposit",147,Transient-Party,75.44,0,1,Check-Out,2015-07-29,"Sara Boyer",Sara_Boyer@comcast.net,930-220-0423,************7432,2015-07-24,2,655
656,"Resort Hotel",0,55,2015,7,30,24,2,3,2,0,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,A,A,0,"No Deposit",147,Transient-Party,75.44,0,1,Check-Out,2015-07-29,"Jacob Mueller",Mueller.Jacob@gmail.com,676-536-3957,************3104,2015-07-24,2,656
657,"Resort Hotel",0,25,2015,7,30,24,2,5,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,A,1,"No Deposit",250,Transient,115,0,0,Check-Out,2015-07-31,"Alicia Underwood",Underwood.Alicia@aol.com,435-452-8261,************4047,2015-07-24,2,657
658,"Resort Hotel",1,43,2015,7,30,24,2,5,2,0,0,"Full Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",175,Transient,159.2,0,1,Canceled,2015-07-14,"Cheryl Hubbard",Cheryl_H@att.com,565-381-8954,************2554,2015-07-24,2,658
659,"Resort Hotel",1,109,2015,7,30,24,2,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,163.29,0,2,Canceled,2015-04-22,"Jason Thompson",Thompson_Jason96@comcast.net,871-877-8895,************2380,2015-07-24,2,659
660,"Resort Hotel",1,62,2015,7,30,24,2,6,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,210,0,0,Canceled,2015-05-25,"Katherine Young",Katherine.Young@yandex.com,785-819-5573,************6374,2015-07-24,4,660
661,"Resort Hotel",0,25,2015,7,30,24,2,6,2,0,0,"Bed and Breakfass",PRT,Direct,TA/TO,D,D,0,"No Deposit",240,Transient,154,0,2,Check-Out,2015-01-08,"Mrs. Jessica Armstrong DDS",Mrs..DDS@outlook.com,611-707-5655,************5920,2015-07-24,2,661
662,"Resort Hotel",0,43,2015,7,30,24,2,7,2,0,0,"Half Board",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,166,0,0,Check-Out,2015-02-08,"Paul Miller",Paul_Miller@xfinity.com,944-564-9431,************7859,2015-07-24,2,662
663,"Resort Hotel",0,35,2015,7,30,24,3,7,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,E,E,0,"No Deposit",95,Transient,132.5,0,0,Check-Out,2015-03-08,"Larry Oconnor",Oconnor.Larry@gmail.com,703-627-2916,************8954,2015-07-24,2,663
664,"Resort Hotel",1,42,2015,7,30,24,3,7,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",95,Transient,107,0,0,Canceled,2015-06-26,"Sherry Fowler",Fowler_Sherry@gmail.com,764-788-4425,************1389,2015-07-24,2,664
665,"Resort Hotel",1,312,2015,7,30,24,4,10,3,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",40,Contract,121.98,0,1,Canceled,2015-07-21,"Gregory Hill",GHill49@outlook.com,849-382-6607,************6875,2015-07-24,3,665
666,"Resort Hotel",0,30,2015,7,30,25,0,0,2,1,0,"Half Board",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",241,Transient,0,0,0,Check-Out,2015-07-25,"Alexandra Lynch DDS",DDS_Alexandra@mail.com,544-061-4161,************6606,2015-07-25,3,666
667,"Resort Hotel",0,47,2015,7,30,25,2,1,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,E,0,"No Deposit",261,Transient,133,0,0,Check-Out,2015-07-28,"Luis Richmond",Luis.Richmond@mail.com,219-818-0316,************8990,2015-07-25,2,667
668,"Resort Hotel",0,40,2015,7,30,25,0,1,2,0,0,"Bed and Breakfass",ESP,"Offline TA/TO",TA/TO,A,F,0,"No Deposit",134,Transient,107,0,0,Check-Out,2015-07-26,"Scott Hunt",Hunt_Scott@aol.com,254-643-5742,************3634,2015-07-25,2,668
669,"Resort Hotel",0,11,2015,7,30,25,0,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,F,0,"No Deposit",241,Transient,117.81,0,0,Check-Out,2015-07-26,"Chase Brennan",Chase_Brennan@aol.com,622-308-5544,************3759,2015-07-25,2,669
670,"Resort Hotel",0,39,2015,7,30,25,0,1,2,0,0,"Bed and Breakfass",ESP,"Offline TA/TO",TA/TO,A,F,0,"No Deposit",134,Transient,107,0,0,Check-Out,2015-07-26,"Margaret Scott",MScott@mail.com,672-451-1814,************5463,2015-07-25,2,670
671,"Resort Hotel",1,39,2015,7,30,25,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,120.6,0,0,Canceled,2015-11-07,"Amy Evans",Evans_Amy@verizon.com,215-809-4376,************5414,2015-07-25,2,671
672,"Resort Hotel",0,1,2015,7,30,25,1,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,D,E,0,"No Deposit",0,Transient,147,0,0,Check-Out,2015-07-27,"Mario Delgado",Delgado_Mario@verizon.com,658-896-3009,************8739,2015-07-25,2,672
673,"Resort Hotel",1,12,2015,7,30,25,1,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,153,0,2,Canceled,2015-07-14,"Chase Guzman",Chase_G61@mail.com,440-533-4911,************3144,2015-07-25,2,673
674,"Resort Hotel",1,16,2015,7,30,25,1,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",242,Transient,153,0,1,Canceled,2015-10-07,"Todd Cardenas",Todd.C48@gmail.com,758-578-1419,************4563,2015-07-25,2,674
675,"Resort Hotel",1,16,2015,7,30,25,1,1,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,A,A,0,"No Deposit",0,Transient,134,0,0,Canceled,2015-07-23,"Jennifer Berger",JenniferBerger89@mail.com,479-956-6480,************5831,2015-07-25,2,675
676,"Resort Hotel",0,12,2015,7,30,25,1,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,E,0,"No Deposit",240,Transient,153,0,1,Check-Out,2015-07-27,"Tara Turner",Tara_Turner61@outlook.com,886-379-1717,************5277,2015-07-25,2,676
677,"Resort Hotel",0,51,2015,7,30,25,2,1,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",142,Transient,118,0,0,Check-Out,2015-07-28,"James Baker",Baker.James@gmail.com,945-569-5164,************1637,2015-07-25,2,677
678,"Resort Hotel",0,67,2015,7,30,25,2,2,2,0,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,A,D,1,"No Deposit",240,Transient,134,0,1,Check-Out,2015-07-29,"Douglas Obrien",Douglas_O28@yahoo.com,458-993-1040,************1250,2015-07-25,2,678
679,"Resort Hotel",0,52,2015,7,30,25,2,3,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",196,Transient,135,0,2,Check-Out,2015-07-30,"Hannah Davis",Hannah.Davis@outlook.com,105-363-3307,************6586,2015-07-25,2,679
680,"Resort Hotel",0,25,2015,7,30,25,2,3,2,1,0,"Half Board",ESP,"Online TA",TA/TO,D,D,0,"No Deposit",241,Transient,158.77,0,2,Check-Out,2015-07-30,"Lauren King",LKing@att.com,977-709-2376,************2700,2015-07-25,3,680
681,"Resort Hotel",0,94,2015,7,30,25,2,3,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,134,1,1,Check-Out,2015-07-30,"Diana Sanchez",DianaSanchez@comcast.net,969-126-4976,************9798,2015-07-25,2,681
682,"Resort Hotel",1,54,2015,7,30,25,2,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,134,0,0,Canceled,2015-06-26,"Jonathan Bryant",Jonathan_B80@xfinity.com,692-175-0678,************8133,2015-07-25,2,682
683,"Resort Hotel",0,33,2015,7,30,25,2,3,2,2,0,"Half Board",PRT,"Online TA",TA/TO,C,C,0,"No Deposit",241,Transient,142.03,0,1,Check-Out,2015-07-30,"Steven Bernard",Steven.Bernard@aol.com,467-529-4791,************8468,2015-07-25,4,683
684,"Resort Hotel",0,47,2015,7,30,25,2,3,2,2,0,"Half Board",PRT,Direct,Direct,G,G,1,"No Deposit",0,Transient,240,0,0,Check-Out,2015-07-30,"Michelle Alvarado",MichelleAlvarado@hotmail.com,294-219-1398,************3445,2015-07-25,4,684
